T,L,M,absM,E,M2,E2,M4
1.80000000,16,0.95714453,0.95714453,-1.86028125,0.91693170,3.46639465,0.84359151
1.82000000,16,-0.95274414,0.95274414,-1.84837891,0.90868959,3.42251251,0.82903038
1.84000000,16,0.95040039,0.95044727,-1.84207813,0.90463426,3.39980017,0.82214208
1.86000000,16,-0.94581641,0.94581641,-1.82918750,0.89569501,3.35266357,0.80610288
1.88000000,16,0.94263867,0.94263867,-1.82066016,0.88985866,3.32203888,0.79613500
1.90000000,16,0.93793750,0.93793750,-1.80792578,0.88114160,3.27652325,0.78109748
1.92000000,16,0.93390625,0.93390625,-1.79864844,0.87382712,3.24382434,0.76891492
1.94000000,16,-0.92854883,0.92854883,-1.78491406,0.86407167,3.19508240,0.75254082
1.96000000,16,-0.92369531,0.92369531,-1.77287500,0.85532632,3.15284924,0.73819688
1.98000000,16,-0.91723242,0.91723242,-1.75823047,0.84403389,3.10211322,0.72029468
2.00000000,16,0.48036133,0.91225195,-1.74709766,0.83501613,3.06311810,0.70542151
2.02000000,16,0.90661523,0.90661523,-1.73439063,0.82500984,3.01945374,0.68958895
2.04000000,16,0.89844336,0.89844336,-1.71741797,0.81131099,2.96233832,0.66933204
2.06000000,16,-0.89009375,0.89012109,-1.70037500,0.79681470,2.90483496,0.64675474
2.08000000,16,0.88066797,0.88066797,-1.68146484,0.78079855,2.84232269,0.62335457
2.10000000,16,-0.08261328,0.87029687,-1.66385547,0.76437109,2.78501642,0.60125572
2.10500000,16,0.66998047,0.86455859,-1.65533203,0.75555203,2.75657684,0.58892412
2.11000000,16,0.40419727,0.86242383,-1.65237500,0.75277794,2.74767542,0.58584142
2.11500000,16,0.45781641,0.85862500,-1.64606641,0.74758295,2.72770282,0.57967243
2.12000000,16,-0.31887109,0.85988672,-1.64666797,0.74797003,2.72910956,0.57858599
2.12500000,16,-0.09553320,0.85302148,-1.63531250,0.73718398,2.69238074,0.56417223
2.13000000,16,0.25985938,0.85217188,-1.63379688,0.73588779,2.68693921,0.56212968
2.13500000,16,-0.25978516,0.84864453,-1.63063672,0.73133112,2.67773993,0.55766776
2.14000000,16,0.10610352,0.84675195,-1.62390625,0.72717342,2.65558179,0.55051146
2.14500000,16,-0.17092578,0.84160156,-1.61619141,0.71883276,2.63108563,0.53941026
2.15000000,16,0.21232422,0.83673828,-1.61030859,0.71266666,2.61362494,0.53266764
2.15500000,16,0.21700977,0.83288477,-1.60406250,0.70702306,2.59314453,0.52562040
2.16000000,16,-0.22665039,0.82919727,-1.59857812,0.70122890,2.57652002,0.51866575
2.16500000,16,-0.00711133,0.82852930,-1.59728125,0.70029936,2.57252917,0.51714475
2.17000000,16,-0.28002734,0.82028516,-1.58782031,0.68840207,2.54200232,0.50224239
2.17500000,16,0.31303516,0.81567578,-1.58060938,0.68288660,2.52115393,0.49683933
2.18000000,16,-0.21058594,0.81253906,-1.57662500,0.67841464,2.50811938,0.49183249
2.18500000,16,-0.22457813,0.81226562,-1.57269922,0.67656711,2.49657184,0.48833226
2.19000000,16,-0.15556445,0.80736523,-1.56442578,0.66842995,2.47066693,0.47710285
2.19500000,16,-0.15303906,0.80217969,-1.55938281,0.66244348,2.45532202,0.47170306
2.20000000,16,0.07035742,0.78898633,-1.54193750,0.64326860,2.40209399,0.44912768
2.20500000,16,0.15900195,0.78749023,-1.54212500,0.64301479,2.40307922,0.45064039
2.21000000,16,-0.09227930,0.79174414,-1.54267578,0.64710060,2.40431818,0.45313881
2.21500000,16,0.03907031,0.76899609,-1.51874219,0.61740552,2.33340955,0.42182798
2.22000000,16,-0.14314844,0.76825781,-1.51916797,0.61780536,2.33532025,0.42365010
2.22500000,16,-0.14062109,0.77381250,-1.52289844,0.62180923,2.34454626,0.42448867
2.23000000,16,-0.00968750,0.76269922,-1.50806641,0.60768994,2.30109857,0.40998979
2.23500000,16,-0.00094922,0.75744531,-1.50142188,0.60084723,2.28104468,0.40238255
2.24000000,16,-0.02834766,0.74631641,-1.49405078,0.58838260,2.26064056,0.39165626
2.24500000,16,-0.09898633,0.75027930,-1.49155469,0.58957314,2.25177209,0.38883437
2.25000000,16,0.02103125,0.73392969,-1.47585547,0.57113480,2.20693634,0.37227681
2.25500000,16,-0.05298047,0.73725391,-1.47686328,0.57429941,2.20949457,0.37379276
2.26000000,16,0.10727930,0.73235352,-1.46994531,0.56777321,2.18882971,0.36698303
2.26500000,16,-0.01841992,0.71943164,-1.45833594,0.55271724,2.15614319,0.35333504
2.27000000,16,-0.09709766,0.71369531,-1.45282422,0.54593951,2.14135321,0.34762520
2.27500000,16,0.01393164,0.70880273,-1.44598438,0.53938231,2.12105750,0.34040348
2.28000000,16,-0.07479297,0.70102734,-1.43785937,0.52877692,2.09746082,0.32920218
2.28500000,16,-0.09613086,0.68757227,-1.42651953,0.51393291,2.06596271,0.31680881
2.29000000,16,0.16711133,0.68533789,-1.42304688,0.51032573,2.05575610,0.31212371
2.29500000,16,-0.10890820,0.67992773,-1.41837891,0.50480687,2.04338470,0.30849921
2.30000000,16,-0.03582813,0.67219141,-1.40667969,0.49428189,2.01091309,0.29729402
2.30500000,16,0.02295313,0.66249219,-1.40108594,0.48443546,1.99546960,0.28943100
2.31000000,16,-0.05045117,0.65827539,-1.39482422,0.47952016,1.97851154,0.28575927
2.31500000,16,0.05424414,0.65224414,-1.38725391,0.47095601,1.95604022,0.27604359
2.32000000,16,0.04317187,0.63162109,-1.36976953,0.44901678,1.90865948,0.25829067
2.32500000,16,0.01500781,0.62857812,-1.36410547,0.44556256,1.89413751,0.25478867
2.33000000,16,0.00768555,0.61093555,-1.35242188,0.42559984,1.86218445,0.23851535
2.33500000,16,0.00207031,0.61576562,-1.35211719,0.43086096,1.86155762,0.24318913
2.34000000,16,-0.06568750,0.60920313,-1.34649219,0.42278488,1.84488916,0.23530433
2.34500000,16,-0.04131445,0.59226367,-1.33114453,0.40483235,1.80524091,0.22176724
2.35000000,16,-0.01055859,0.58893359,-1.32811328,0.40157565,1.79718842,0.21843155
2.35500000,16,-0.04464453,0.58068750,-1.31864063,0.39204608,1.77211890,0.21056148
2.36000000,16,-0.04805273,0.58196680,-1.31643359,0.39287608,1.76616266,0.21066454
2.36500000,16,0.06373437,0.56724219,-1.30560156,0.37768216,1.73734668,0.19908682
2.37000000,16,0.02839258,0.56153320,-1.30039453,0.37345613,1.72552972,0.19691422
2.37500000,16,-0.00598047,0.55421094,-1.29049609,0.36191055,1.69747675,0.18502623
2.38000000,16,0.01732422,0.55545312,-1.29285937,0.36515414,1.70409998,0.18853693
2.38500000,16,0.03266797,0.54046875,-1.27584375,0.34803683,1.66026331,0.17488678
2.39000000,16,-0.00233008,0.53654492,-1.27769141,0.34547386,1.66459564,0.17375079
2.39500000,16,0.04711328,0.52857813,-1.26610156,0.33537439,1.63554761,0.16557103
2.40000000,16,0.01155664,0.52301758,-1.25849219,0.32965236,1.61592822,0.16120430
2.42000000,16,0.01031250,0.48367578,-1.22469141,0.29244714,1.53151617,0.13564297
2.44000000,16,0.02026367,0.46351367,-1.20079687,0.27012410,1.47172827,0.11827829
2.46000000,16,0.01485156,0.43223828,-1.17530078,0.24124600,1.41021185,0.10008379
2.48000000,16,-0.00302148,0.40406055,-1.15092188,0.21708308,1.35223596,0.08567710
2.50000000,16,0.01735547,0.39055859,-1.13137500,0.20280725,1.30600977,0.07548587
2.52000000,16,0.01858398,0.37286914,-1.11287891,0.18793916,1.26298773,0.06698334
2.54000000,16,0.00852734,0.35540625,-1.09267969,0.17284106,1.21799036,0.05829386
2.56000000,16,-0.00371484,0.33379687,-1.07310938,0.15526166,1.17333411,0.04942331
2.58000000,16,0.00937305,0.31183789,-1.05227734,0.13899791,1.12901105,0.04172956
2.60000000,16,0.01650195,0.29747070,-1.03669922,0.12763576,1.09542670,0.03642489
2.62000000,16,-0.00178125,0.29050000,-1.02522266,0.12062286,1.07096417,0.03211224
2.64000000,16,-0.00201172,0.28388672,-1.00871094,0.11604901,1.03767468,0.03020395
2.66000000,16,-0.00536523,0.26563477,-0.99371875,0.10296175,1.00565161,0.02441989
2.68000000,16,-0.00283203,0.25748047,-0.97948047,0.09752451,0.97847955,0.02267950
2.70000000,16,-0.00121484,0.24864844,-0.96644922,0.09220712,0.95245184,0.02056280
2.72000000,16,0.00500391,0.24312500,-0.95338281,0.08718781,0.92621643,0.01832872
2.74000000,16,-0.00169531,0.23664062,-0.94200000,0.08251212,0.90451660,0.01653633
2.76000000,16,-0.00180664,0.22768555,-0.93312109,0.07717296,0.88756586,0.01480728
2.78000000,16,-0.00274609,0.22477344,-0.92087109,0.07543649,0.86520306,0.01425398
2.80000000,16,-0.00108398,0.21299414,-0.91006641,0.06862633,0.84424274,0.01227416
2.82000000,16,-0.00266992,0.21060742,-0.89881250,0.06641542,0.82342761,0.01124242
2.84000000,16,0.00157422,0.20402734,-0.88803125,0.06348959,0.80460181,0.01066036
2.86000000,16,0.00177539,0.19502148,-0.87783203,0.05852754,0.78596356,0.00939498
2.88000000,16,0.00296484,0.19625000,-0.87265234,0.05848370,0.77699677,0.00899823
2.90000000,16,0.00008008,0.18694336,-0.86042969,0.05358974,0.75469104,0.00772977
2.92000000,16,-0.00084961,0.18402148,-0.85092188,0.05118694,0.73871326,0.00691289
2.94000000,16,0.00891211,0.18358398,-0.84233984,0.05142421,0.72442706,0.00705641
2.96000000,16,-0.00209766,0.18018359,-0.83458984,0.04942996,0.71101923,0.00644433
2.98000000,16,0.00163867,0.17355664,-0.82633594,0.04658556,0.69767749,0.00604068
3.00000000,16,0.00795117,0.17296680,-0.82063281,0.04628529,0.68767957,0.00594315
3.02000000,16,0.00093359,0.16829688,-0.81287500,0.04336310,0.67523804,0.00508442
3.04000000,16,-0.00015430,0.16604492,-0.80181641,0.04277480,0.65745770,0.00507381
3.06000000,16,-0.00112305,0.16108398,-0.79569141,0.04008504,0.64716669,0.00448655
3.08000000,16,-0.00442188,0.16044531,-0.78859766,0.03916705,0.63601031,0.00413460
3.10000000,16,0.00011133,0.15650195,-0.77977344,0.03788866,0.62164111,0.00406035
3.12000000,16,0.00277734,0.15153516,-0.77092187,0.03536124,0.60769727,0.00350694
3.14000000,16,0.00051172,0.15123438,-0.76516016,0.03533466,0.59897272,0.00348424
3.16000000,16,0.00042383,0.15050195,-0.75902734,0.03468343,0.58916449,0.00330947
3.18000000,16,-0.00375977,0.14677930,-0.75009375,0.03351680,0.57567969,0.00317869
3.20000000,16,-0.00178125,0.14372656,-0.74501563,0.03246030,0.56768896,0.00304850
3.22000000,16,0.00155273,0.14395117,-0.73962109,0.03188908,0.56018329,0.00286091
3.24000000,16,-0.00033203,0.14089453,-0.73367578,0.03054825,0.55086200,0.00262079
3.26000000,16,0.00146484,0.14072656,-0.72709766,0.03092752,0.54132391,0.00282482
3.28000000,16,0.00148242,0.13630664,-0.72254297,0.02910878,0.53505414,0.00248631
3.30000000,16,-0.00206836,0.13827930,-0.71258984,0.02955098,0.52050470,0.00247530
3.32000000,16,-0.00786914,0.13537695,-0.70846875,0.02832152,0.51407800,0.00227540
3.34000000,16,0.00405859,0.13424609,-0.70228516,0.02776920,0.50566217,0.00219400
3.36000000,16,-0.00022266,0.13404688,-0.69494141,0.02769644,0.49474335,0.00218010
3.38000000,16,0.00211914,0.12950195,-0.69358594,0.02653569,0.49370557,0.00210473
3.40000000,16,-0.00300000,0.12667187,-0.68736719,0.02528201,0.48469958,0.00187997
1.80000000,24,-0.95700000,0.95700000,-1.85940278,0.91620927,3.45984896,0.84072827
1.82000000,24,-0.95373090,0.95373090,-1.85067708,0.90999029,3.42765693,0.82946678
1.84000000,24,0.95037240,0.95037240,-1.84182639,0.90366058,3.39513462,0.81819727
1.86000000,24,-0.94639931,0.94639931,-1.83046181,0.89618598,3.35373254,0.80494159
1.88000000,24,-0.94278733,0.94278733,-1.82036458,0.88940479,3.31708835,0.79297209
1.90000000,24,-0.93885677,0.93885677,-1.81015104,0.88206511,3.28009924,0.78013885
1.92000000,24,0.93411198,0.93411198,-1.79840799,0.87329927,3.23808590,0.76512792
1.94000000,24,-0.92857552,0.92857552,-1.78540451,0.86308411,3.19163642,0.74766217
1.96000000,24,-0.92278125,0.92278125,-1.77118924,0.85251590,3.14156958,0.73001444
1.98000000,24,0.91714149,0.91714149,-1.75885590,0.84235118,3.09839184,0.71338920
2.00000000,24,0.91225347,0.91225347,-1.74684549,0.83349916,3.05656249,0.69878260
2.02000000,24,-0.90475260,0.90475260,-1.73042188,0.81998255,2.99956888,0.67674443
2.04000000,24,0.89573698,0.89573698,-1.71257986,0.80412780,2.93873734,0.65199864
2.06000000,24,-0.88872049,0.88872049,-1.69770660,0.79204576,2.88849992,0.63373376
2.08000000,24,0.87939497,0.87939497,-1.68074306,0.77593063,2.83157875,0.60932310
2.10000000,24,-0.86946181,0.86946181,-1.66278125,0.75903721,2.77201490,0.58446973
2.10500000,24,-0.86535069,0.86535069,-1.65680382,0.75241563,2.75262807,0.57563503
2.11000000,24,0.86298177,0.86298177,-1.65194792,0.74836462,2.73659168,0.56962673
2.11500000,24,0.86016840,0.86016840,-1.64761111,0.74425106,2.72279572,0.56469474
2.12000000,24,0.22485764,0.85398785,-1.63963889,0.73509256,2.69682726,0.55288718
2.12500000,24,0.85297135,0.85297135,-1.63450868,0.73222122,2.67999406,0.54740657
2.13000000,24,-0.84949219,0.84949219,-1.63076910,0.72654514,2.66781644,0.53986162
2.13500000,24,0.84845226,0.84845226,-1.62768229,0.72468061,2.65760155,0.53677337
2.14000000,24,0.84326128,0.84326128,-1.62058507,0.71648433,2.63502456,0.52607585
2.14500000,24,-0.05493490,0.83893142,-1.61763542,0.71151786,2.62595209,0.52154791
2.15000000,24,0.83533941,0.83534983,-1.60983854,0.70483162,2.60096372,0.51173894
2.15500000,24,0.83430295,0.83430295,-1.60494444,0.70194193,2.58501690,0.50623220
2.16000000,24,0.26609983,0.82880295,-1.60027431,0.69458387,2.57048852,0.49823239
2.16500000,24,0.27822309,0.82567969,-1.59219097,0.68868330,2.54486111,0.48920706
2.17000000,24,0.52530729,0.81956250,-1.58647396,0.68110288,2.52689126,0.48142405
2.17500000,24,0.18008594,0.81080295,-1.57694792,0.66819102,2.49758748,0.46629618
2.18000000,24,0.11274132,0.80825347,-1.57480208,0.66465255,2.49078065,0.46219697
2.18500000,24,-0.73604774,0.80444531,-1.56785069,0.65809340,2.46867506,0.45323764
2.19000000,24,0.33600000,0.79833507,-1.55967535,0.64934234,2.44381111,0.44320834
2.19500000,24,-0.16965017,0.79604948,-1.55605556,0.64530655,2.43253149,0.43787439
2.20000000,24,-0.48405382,0.77840451,-1.54143750,0.62267040,2.38772856,0.41393387
2.20500000,24,0.05225781,0.78174392,-1.54123611,0.62558491,2.38698741,0.41609804
2.21000000,24,0.25225868,0.77086285,-1.52993056,0.61095054,2.35291679,0.39990318
2.21500000,24,0.11540625,0.76993750,-1.52860417,0.60987391,2.34866961,0.39910536
2.22000000,24,0.17961458,0.76209201,-1.51955208,0.59931688,2.32168832,0.38782426
2.22500000,24,-0.00613542,0.76151910,-1.51660243,0.59707126,2.31220813,0.38414839
2.23000000,24,-0.26312326,0.75200000,-1.50552431,0.58334046,2.27898708,0.36842499
2.23500000,24,-0.04435417,0.74140799,-1.49639757,0.57182654,2.25282532,0.35898955
2.24000000,24,-0.23011458,0.73022569,-1.48669444,0.55657040,2.22374942,0.34236162
2.24500000,24,0.01305816,0.72866927,-1.48162153,0.55297614,2.20857540,0.33822497
2.25000000,24,-0.06750434,0.71040712,-1.46991146,0.53226457,2.17498087,0.31997847
2.25500000,24,0.00774045,0.70354601,-1.46505556,0.52451539,2.16103856,0.31351379
2.26000000,24,0.01118924,0.69246007,-1.45238368,0.50970550,2.12451168,0.29874767
2.26500000,24,0.09238976,0.68434983,-1.44572569,0.49872804,2.10530982,0.28778357
2.27000000,24,0.20218750,0.68664931,-1.44552951,0.50159651,2.10419472,0.29031565
2.27500000,24,-0.13205903,0.67052083,-1.43221181,0.48375549,2.06655572,0.27505854
2.28000000,24,0.05466059,0.66352344,-1.42393576,0.47577733,2.04280692,0.26792291
2.28500000,24,0.15904253,0.64404080,-1.41147569,0.45251138,2.00805109,0.24804852
2.29000000,24,-0.13749566,0.63126997,-1.40161111,0.43920371,1.98078007,0.23764974
2.29500000,24,0.08343663,0.62007552,-1.39290799,0.42573141,1.95639879,0.22564838
2.30000000,24,0.03188889,0.62214410,-1.39109201,0.42799822,1.95099087,0.22730733
2.30500000,24,0.05586632,0.60063715,-1.37960937,0.40624277,1.91916808,0.21169643
2.31000000,24,0.00410156,0.59058073,-1.37072917,0.39482622,1.89491799,0.20209190
2.31500000,24,0.06640104,0.57221528,-1.35745139,0.37480224,1.85857641,0.18584985
2.32000000,24,0.05626476,0.56931163,-1.35525694,0.37242809,1.85312580,0.18533909
2.32500000,24,-0.01948872,0.56307378,-1.34593056,0.36447103,1.82816447,0.17746058
2.33000000,24,0.00322049,0.53386111,-1.33097396,0.33633163,1.78791764,0.15934510
2.33500000,24,0.00697656,0.51917795,-1.32124306,0.32161548,1.76226784,0.14975809
2.34000000,24,0.02656944,0.52932986,-1.31984722,0.33007045,1.75850280,0.15332564
2.34500000,24,-0.00663715,0.52282813,-1.31376389,0.32324629,1.74168663,0.14800221
2.35000000,24,-0.01255990,0.50022656,-1.30044097,0.30154909,1.70691266,0.13373193
2.35500000,24,0.09710590,0.49203993,-1.29177778,0.29191849,1.68341561,0.12609630
2.36000000,24,-0.02519618,0.48461806,-1.28433333,0.28379418,1.66451685,0.11997757
2.36500000,24,0.02595660,0.47192014,-1.27571354,0.27355120,1.64282293,0.11493529
2.37000000,24,0.04405382,0.45277778,-1.26619097,0.25573982,1.61827853,0.10419774
2.37500000,24,-0.01468837,0.44491233,-1.25925694,0.24741868,1.60037982,0.09816113
2.38000000,24,-0.03226389,0.43090104,-1.25175694,0.23689966,1.58206621,0.09330667
2.38500000,24,0.01726649,0.42901302,-1.24823958,0.23498722,1.57301336,0.09174135
2.39000000,24,0.05659201,0.41936285,-1.24216493,0.22658626,1.55720350,0.08721843
2.39500000,24,-0.05591059,0.40753906,-1.23309722,0.21616452,1.53472897,0.08107709
2.40000000,24,0.01514757,0.39877431,-1.22473264,0.20729307,1.51335966,0.07464262
2.42000000,24,0.00965538,0.37160503,-1.20071354,0.18420894,1.45527948,0.06259631
2.44000000,24,-0.00197483,0.32891580,-1.17521181,0.15040810,1.39323650,0.04581341
2.46000000,24,0.00466233,0.31657726,-1.15444444,0.13901758,1.34416717,0.03929799
2.48000000,24,-0.00027344,0.27769531,-1.12801042,0.10998405,1.28289701,0.02667108
2.50000000,24,-0.00059462,0.26207899,-1.10921354,0.09963121,1.24038068,0.02272706
2.52000000,24,0.01491667,0.25128646,-1.09290451,0.09158651,1.20390197,0.01944015
2.54000000,24,0.01030729,0.24418056,-1.07783160,0.08701943,1.17108339,0.01745822
2.56000000,24,0.00266927,0.22319358,-1.05839583,0.07449317,1.12912558,0.01364057
2.58000000,24,-0.00399392,0.20943316,-1.04370486,0.06643751,1.09818757,0.01152199
2.60000000,24,-0.00494618,0.20549653,-1.02907986,0.06304669,1.06745190,0.00998925
2.62000000,24,-0.00602604,0.19555035,-1.01421007,0.05696052,1.03670171,0.00817218
2.64000000,24,-0.00033507,0.18645486,-1.00113889,0.05255382,1.01010151,0.00723721
2.66000000,24,0.00019618,0.17642014,-0.98885069,0.04799254,0.98586114,0.00627115
2.68000000,24,0.00334809,0.17113802,-0.97553993,0.04474185,0.95921375,0.00532588
2.70000000,24,-0.00322743,0.16480903,-0.96142014,0.04150354,0.93184305,0.00467259
2.72000000,24,-0.00533594,0.16022309,-0.95336458,0.03915264,0.91620491,0.00418438
2.74000000,24,-0.00307292,0.15572743,-0.94266319,0.03714576,0.89598028,0.00379092
2.76000000,24,0.00209201,0.15167708,-0.93023958,0.03498950,0.87254593,0.00331170
